SELFIES,true_LogS,guessed_LogS
[O][=C][C][=C][C@@][Branch1][C][C][Branch2][Ring2][C][C][C][Branch2][Ring1][Branch2][C][C@@][Branch1][C][C][Branch1][=N][C@][Branch1][C][O][Branch1][Ring1][C][#C][C][C][Ring1][=Branch2][C][C][Ring1][=N][C][C][Ring2][Ring1][C][C][C][Ring2][Ring1][=Branch1],-5.658,-5.658
[O][=C][Branch1][C][O][C][C][C@@H1][Branch1][C][C][C][C@][Branch1][C][C][C][Branch2][Ring1][=C][C][C][Branch2][Ring1][Branch1][C@][Branch1][C][C][C][Branch1][#Branch2][C][C@H1][Branch1][C][O][C][C][Ring1][Branch2][C][C][Ring1][N][C][C][Ring1][P][C][C][Ring2][Ring1][Ring2],-6.0,-6.0
[O][=C][Branch2][Ring1][S][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=C][C][C],-3.2260001,-3.226
[O][Branch1][C][C][C][=C][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][Branch1][Branch2][O][C][Ring1][#Branch1][=C][Ring1][N][C][=C][C][Branch1][C][O][=C][Ring1][#Branch2],-2.9349999,-2.935
[Cl][C][=C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][#C][C][=C][Ring2][Ring1][Ring1],-3.7550001,-3.755
[F][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2],-1.289,-1.289
[F][C][=C][C][Branch1][C][O][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2],-2.05,-2.05
[O][=C][Branch1][C][O][C][C][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Ring1][Branch2],0.7040000000000001,0.704
[N][C][=N][C][NH1][C][=N][C][=Ring1][Branch1][C][=N][Ring1][=Branch2],-1.21,-1.21
[F][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2],-1.97,-1.97
[F][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2],-2.0669999,-2.067
[Cl][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1],-2.543,-2.543
[C][Branch1][Ring1][C][#C][#C],-0.72399998,-0.724
[N][=C][O][C][=Branch1][C][=N][O][C][=Branch1][C][=N][O][Ring1][Branch2],-3.1110001,-3.111
[O][=C][Branch1][Branch2][N][C][C][=Branch1][C][=O][O][N],-0.58099997,-0.581
[O][=C][Branch1][=Branch2][N][C][C][C][=Branch1][C][=O][O][N],-0.8009999999999999,-0.801
[O][Branch1][Branch1][C][O][C][C][C][C],-0.17299999,-0.173
[O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C],-0.62400001,-0.624
[O][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][Branch1][Ring2][C][Ring1][Branch2][C][C][Ring1][=Branch2],-2.319,-2.319
[O][=C][Branch1][C][O][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][C][C][Ring1][=Branch2],-3.027,-3.027
[O][Branch2][Ring1][Branch1][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][#Branch2][C@@H1][C][=C][C@@][Branch1][C][C][Branch2][Ring2][=N][C][C][Branch2][Ring2][Ring1][C@][Branch1][C][O][C@@][Branch1][C][C][Branch2][Ring1][Ring1][C@@H1][Branch1][N][C][=C][O][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][=C][C][C][Ring2][Ring1][C][C][C][Ring2][Ring1][#Branch1][C][C][Ring2][Ring1][O],-3.9549999,-3.955
[O][Branch1][C][C][C][=C][Branch1][C][O][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][C][C][N][Branch1][C][C][C][C][C][Ring1][O][C][Ring1][#Branch1][C][=C][C][=Branch1][C][=O][C][Ring1][#Branch1],-1.842,-1.842
[O][=C][Branch2][Ring2][C][O][C@][Branch1][O][C@@H1][Branch1][#Branch1][C][N][Branch1][C][C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C],-5.0100002,-5.01
[O][=C][Branch1][C][O][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][O],-1.6390001,-1.639
[C][C][Branch1][C][C][O][C][Branch1][C][C][C][C][C][Ring1][Branch2][C][C][Ring1][#Branch1],-1.6440001,-1.644
[O][=C][Branch1][C][O][C][Branch1][C][C][O][C][Branch1][C][C][Branch1][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][Ring1][N],-1.189,-1.189
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][O][C][S][C][Branch1][C][N][=N][C][=Ring1][=Branch1][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-2.8050001,-2.805
[Cl][N][Branch1][C][Cl][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],-3.4660001000000005,-3.466
[O][=C][Branch1][C][O][C][C@@H1][C][Branch1][C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][C][C][Ring1][=Branch2],-0.57499999,-0.575
[O][=C][Branch1][C][O][C][C][C@@H1][Branch1][C][C][C@@H1][C@][Branch1][C][C][C][Branch2][Ring1][=C][C][C@H1][Branch1][C][O][C][C][C@@][Branch1][C][C][Branch1][Branch2][C][Ring1][Branch2][C][C][Ring1][=N][C][C][C@@H1][Branch1][C][O][C][Ring1][O][C][C][Ring2][Ring1][Branch1],-3.6400001,-3.64
[O][=C][C][Branch1][C][C][C][Branch2][Ring1][O][C][C][Branch2][Ring1][C][C][=C][Branch1][#Branch2][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][=Ring1][O][C][C][Ring1][S][C][C][Ring2][Ring1][Ring1],-5.2789998,-5.279
[O][=C][C][Branch1][C][O][=C][C][=C][C][Branch1][C][O][Branch2][Ring1][Ring1][C][O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][=N][Ring1][Branch2][C][C][Ring1][S][=C][Ring2][Ring1][Branch1],-2.6989999,-2.699
[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][C][C][Branch1][C][C][C][C][Branch1][C][C][C][Branch1][C][O][C][C][C][Branch1][C][C][C][Branch1][S][C][C][Branch1][C][O][C][Ring1][Branch2][C][Ring1][=C][C][C][Ring1][P][C][C][Branch1][C][O][C][C][Ring1][#C],-5.1500001,-5.15
[O][Branch1][C][C][C][=C][Branch1][Ring1][O][C][C][=C][Branch2][Ring1][P][C][C][=C][Branch1][P][C][Branch1][C][O][C][C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][Ring1][=Branch1][C][=C][O][C][O][C][Ring1][Branch1][=C][Ring1][P][C][=C][Ring2][Ring1][#Branch2][O][C],-3.6170001,-3.617
[O][=C][N][Branch1][C][C][C][=Branch1][C][=O][C][N][Branch1][Branch2][C][C][Branch1][C][O][C][O][C][=N][C][=Ring1][#Branch2][N][Ring1][S][C],0.117,0.117
[C][C][=C][C][=C][C][=Branch2][Ring1][Ring1][=C][C][=C][Ring1][=Branch1][C][=Ring1][#Branch2][C][C][C][Ring1][=N][=C][C][=C][Ring1][#C][C][=C][C][=C][Ring1][S],-7.861000099999999,-7.861
[O][Branch2][Ring1][=Branch1][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][Ring1][C][O][O][Ring1][O][C][O][C][=C][C][C][Branch1][C][O][C][=C][Branch1][Ring1][C][O][C][Ring1][N][Ring1][Branch2],0.012,0.012
[O][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][O],-2.05,-2.05
[O][=C][C][Branch1][C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][=N][Ring1][#Branch1],-2.7969999,-2.797
[O][=C][Branch1][C][O][C][=C][Branch1][S][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2][C][=C][C][=C][Ring1][#C],-3.3840001,-3.384
[O][Branch1][C][C][C][=C][Branch1][Branch2][C][C][=C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=Ring1][#Branch1][C][=C][Ring1][S],-4.309,-4.309
[O][=C][N][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][N][C][C][Branch1][Ring2][C][Ring1][O][C][Ring1][#Branch1],0.36300001,0.363
